URL
https://www.forbes.com/sites/janehanson/2022/04/30/pepsicos-indra-nooyi-the-queen-of-pop-shares-her-tips-for-bringing-compassionate-leadership-to-work/?sh=6201b337cb13
https://cnaluxury.channelnewsasia.com/people/sonia-cheng-rosewood-hotels-new-world-hong-kong-242096
https://www.britannica.com/biography/Bill-Gates
https://www.theguardian.com/technology/2018/apr/24/amazon-jeff-bezos-customer-data-industries
